WKT,name,description
"POLYGON ((110.0206123 -7.8914139, 110.0000129 -7.8866529, 110.0305687 -7.9005958, 110.1052352 -7.9291656, 110.1812874 -7.9679229, 110.2018867 -7.982203, 110.31072 -8.0219806, 110.3433357 -8.0297997, 110.3484855 -8.0457774, 110.3680549 -8.0631141, 110.3745781 -8.0709324, 110.3855644 -8.0729719, 110.4346595 -8.092007, 110.4356895 -8.0994848, 110.4453026 -8.1001646, 110.4662452 -8.1090019, 110.4837547 -8.1124008, 110.4981743 -8.1185187, 110.516027 -8.1229371, 110.5256401 -8.1304144, 110.5438362 -8.1331333, 110.5482994 -8.1307543, 110.5513893 -8.1348327, 110.5747352 -8.1372118, 110.594648 -8.1494468, 110.5997978 -8.1446887, 110.6512962 -8.1722164, 110.6897484 -8.187169, 110.702108 -8.1875088, 110.7065712 -8.1830911, 110.7100044 -8.1878486, 110.7041679 -8.198383, 110.7089744 -8.2014413, 110.7165275 -8.198383, 110.7203041 -8.2014413, 110.7292305 -8.1943052, 110.7354103 -8.1932857, 110.7467399 -8.1980432, 110.7779823 -8.1970237, 110.788282 -8.1929459, 110.7968651 -8.1926061, 110.8023582 -8.1990626, 110.8322273 -8.20382, 110.8277641 -8.1963441, 110.8342872 -8.1922663, 110.8342872 -8.175275, 110.8284507 -8.1708571, 110.8178077 -8.1565837, 110.8174644 -8.1433293, 110.8140312 -8.1457083, 110.8099113 -8.155904, 110.7948051 -8.1633806, 110.7869087 -8.1514859, 110.7865654 -8.1358523, 110.7899986 -8.1249764, 110.787252 -8.1001646, 110.7803856 -8.0875882, 110.7800422 -8.0702526, 110.7704292 -8.0498567, 110.754293 -8.0267401, 110.7553231 -8.0153512, 110.7615028 -8.0049821, 110.7604728 -7.9917228, 110.7663093 -7.9903628, 110.7687126 -7.982883, 110.7693992 -7.9665629, 110.7683693 -7.9570425, 110.7714592 -7.9444617, 110.7724891 -7.9274599, 110.7700859 -7.9121578, 110.7752357 -7.8975352, 110.7762657 -7.8815517, 110.7848488 -7.8689686, 110.7834755 -7.863187, 110.789312 -7.8533242, 110.7841621 -7.8485627, 110.7838188 -7.8322373, 110.787252 -7.8176118, 110.7769523 -7.8138704, 110.7721458 -7.8084282, 110.765966 -7.810469, 110.7628761 -7.815571, 110.7652794 -7.8227138, 110.7556663 -7.8274756, 110.7518898 -7.8203329, 110.74571 -7.8186322, 110.7429634 -7.8067275, 110.7292305 -7.800945, 110.7261406 -7.7951625, 110.7124077 -7.7914209, 110.7154976 -7.7989042, 110.7089744 -7.8053669, 110.6938682 -7.8077479, 110.6770454 -7.8033261, 110.6712089 -7.8050268, 110.6722389 -7.7965231, 110.6770454 -7.7897201, 110.6694923 -7.7856382, 110.658506 -7.8060472, 110.6475197 -7.7965231, 110.6375633 -7.8006049, 110.6310402 -7.7999246, 110.6252037 -7.8033261, 110.6207405 -7.798564, 110.6173073 -7.8012852, 110.6125007 -7.7975436, 110.6004844 -7.7995845, 110.6015144 -7.8063873, 110.5867515 -7.8084282, 110.5884681 -7.8026458, 110.5778251 -7.8074078, 110.5754219 -7.8033261, 110.5826317 -7.7999246, 110.5860649 -7.7927815, 110.5623756 -7.7815563, 110.5548225 -7.7852981, 110.5537925 -7.7944822, 110.5465828 -7.791761, 110.5373131 -7.798564, 110.5369697 -7.7944822, 110.5318199 -7.7989042, 110.5307899 -7.7934618, 110.5235801 -7.7839374, 110.5122505 -7.7791752, 110.5112205 -7.7699907, 110.4916511 -7.7665889, 110.4937111 -7.7550229, 110.4837547 -7.7022913, 110.4741417 -7.6635038, 110.4689918 -7.6352616, 110.4686485 -7.6168862, 110.4621254 -7.5995308, 110.4604088 -7.5842167, 110.4610954 -7.5712844, 110.4549156 -7.5552886, 110.4466758 -7.5423554, 110.4226433 -7.55665, 110.4027305 -7.5791119, 110.3986107 -7.5879602, 110.3914009 -7.5903424, 110.3910576 -7.5944262, 110.3824745 -7.6002114, 110.3567253 -7.6219905, 110.3450523 -7.6253934, 110.333036 -7.636963, 110.3203331 -7.6458101, 110.3066002 -7.6529557, 110.3004204 -7.6631636, 110.2901207 -7.6740516, 110.2860008 -7.6849394, 110.2750145 -7.6995695, 110.2722679 -7.7070544, 110.2667747 -7.6917442, 110.2609382 -7.6866406, 110.2664314 -7.6740516, 110.2636848 -7.6539765, 110.267118 -7.6505739, 110.2640281 -7.6458101, 110.2530418 -7.6417269, 110.2406822 -7.6536363, 110.214933 -7.6471712, 110.2046333 -7.6512544, 110.1919304 -7.6454698, 110.1672111 -7.648192, 110.1514183 -7.6458101, 110.1459251 -7.6502336, 110.1435219 -7.6434282, 110.1376854 -7.6529557, 110.1304756 -7.6553376, 110.1232658 -7.6662259, 110.1174293 -7.6692881, 110.1280723 -7.6767736, 110.1260124 -7.6805163, 110.1315056 -7.6839187, 110.1397453 -7.6934453, 110.1308189 -7.7005901, 110.1349388 -7.7043326, 110.1332222 -7.7148794, 110.1356254 -7.720663, 110.1311622 -7.7250857, 110.1328788 -7.7349516, 110.1308189 -7.7451575, 110.1153694 -7.7618265, 110.1133095 -7.7771342, 110.1030098 -7.7781547, 110.0913368 -7.7886996, 110.0868736 -7.798564, 110.0837837 -7.7978837, 110.0817238 -7.8050268, 110.0752006 -7.8114894, 110.0631843 -7.81285, 110.063871 -7.817952, 110.0583778 -7.8274756, 110.0604377 -7.8407402, 110.0497947 -7.8451616, 110.0525413 -7.8506033, 110.0422416 -7.8625068, 110.0453315 -7.870329, 110.0418983 -7.8849525, 110.0329719 -7.8846124, 110.0329719 -7.8951547, 110.0288521 -7.8914139, 110.0206123 -7.8914139))",Yogyakarta,
"POINT (110.3647568 -7.801367200000001)",Yogyakarta,
